config,client,run_number,run_id,phi_south,phi_central,phi_north
C2,quickship,8,e32d5836-5aee-4bd0-9d58-a7ffd7126304,0,0,0
C2,quickship,9,f0e6c544-e371-41da-be3c-4309b25a5bff,0,0,0
C2,quickship,10,5ee69426-2c46-4197-8dfb-53b62bd9aa41,0,0,0
C2,nordicsteel,6,27912def-eff9-4956-9eda-e20bccac892e,0,0,0
C2,nordicsteel,7,3e852d54-df14-42c1-9156-3f9125f3de9d,0,0,0
C2,nordicsteel,8,db0076c5-4cff-427a-a05e-09bf473c9ad0,0,0,0
C2,nordicsteel,9,3736163b-dd36-498f-bfb9-72d5129c2589,0,0,0
C2,nordicsteel,10,a6f3ca88-6197-42bb-ac42-b535232d31eb,0,0,0
C3,freshco,6,5f4539b2-788b-4805-a355-c604a1791113,1.0,0,0
C3,freshco,7,88658f87-6839-4346-98e5-a051e8f49594,0.96,0,0.56
C3,freshco,8,0301ba5d-1042-4c82-983f-da030c8fc964,1.0,0,0
C3,freshco,9,4ebc386e-f2be-4282-945f-8a37d3c34bcc,1.0,0,0
C3,freshco,10,40f07f10-3c62-4008-9a60-56b78ec91afd,1.0,0,0.13
C3,techparts,6,d99c3794-08fa-4c22-8c75-425943bcaf7e,0,0.94,0
C3,techparts,7,5134f5aa-82e6-4362-8fcb-f9140745c846,0,1.0,0.8
C3,techparts,8,b1116e33-89cf-42b1-bf09-53b6f51ef53b,0,1.0,0
C3,techparts,9,3188c67e-db86-4757-b53f-a7440b6d9567,0,1.0,0
C3,techparts,10,99fd7ddd-e434-4da6-87fd-21521a17f8f8,0,1.0,0.76
C3,greenleaf,6,f8cae699-6107-4103-ad4b-c75dcef8c375,0,0.97,0
C3,greenleaf,7,835de8f6-944f-4a96-8b1a-eccad3f4d0f2,0,1.0,0
C3,greenleaf,8,ad6e34ee-9e72-4a74-8c90-d31260f80cef,0,1.0,0
C3,greenleaf,9,53503981-dc1f-41b7-b939-cd2f9ed1570d,0,0.98,0
C3,greenleaf,10,b91473c6-dbcf-4059-8bcb-6e0a01d61d0a,0,0.99,0
C3,quickship,6,569dce00-b87c-4396-99be-3c870d9d31b5,1.0,0,0
C3,quickship,7,56c7cc1f-023a-43f3-af69-1071871562b2,0.99,0,0
